Breed,Class Name,Entries
Pug,Class 1470.  For Gamekeepers,7
Pug,Class 1471.  For Working Gundogs - Best Dog Dog,11
Pug,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Pug,Class 1473.  For Gamekeepers,12
Pug,Class 1474.  For Working Gundogs - Best Dog Dog,48
Pug,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Pug,Class 1476.  For Gamekeepers,11
Pug,Class 1477.  For Working Gundogs - Best Dog Dog,21
Pug,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Pug,Class 1479.  Gamekeeper Team,29
Pug,Class 1480.  Class restricted to Retired Gamekeepers,5
Pug,Class 1481.  Working Gundog Team,45
Pug,Class 1482.  Best Young Handler under 14 years,15
Pug,Class 1483.  Best Young Handler 14-18 years,2
Pug,Class 3252.  Puppy Dog,1
Pug,Class 3253.  Junior Dog,2
Pug,Class 3254.  Post Graduate Dog,3
Pug,Class 3255.  Limit Dog,4
Pug,Class 3256.  Open Dog,9
Pug,Class 3257.  Good Citizen Dog Scheme Dog,3
Pug,Class 3258.  Puppy Bitch,0
Pug,Class 3259.  Junior Bitch,6
Pug,Class 3260.  Post Graduate Bitch,8
Pug,Class 3261.  Limit Bitch,5
Pug,Class 3262.  Open Bitch,10
Pug,Class 3263.  Good Citizen Dog Scheme Bitch,3
Pug,Class 2329.  Puppy Dog,0
Pug,Class 2330.  Junior Dog,5
Pug,Class 2331.  Post Graduate Dog,9
Pug,Class 2332.  Open Dog,16
Pug,Class 2333.  Good Citizen Dog Scheme Dog,2
Pug,Class 2334.  Puppy Bitch,2
Pug,Class 2335.  Junior Bitch,5
Pug,Class 2336.  Post Graduate Bitch,11
Pug,Class 2337.  Open Bitch,14
Pug,Class 2338.  Good Citizen Dog Scheme Bitch,4
Pug,Class 2737.  Veteran Dog,7
Pug,Class 2738.  Minor Puppy Dog,1
Pug,Class 2739.  Puppy Dog,1
Pug,Class 2740.  Junior Dog,5
Pug,Class 2741.  Yearling Dog,5
Pug,Class 2742.  Post Graduate Dog,2
Pug,Class 2743.  Limit Dog,3
Pug,Class 2744.  Open Dog,18
Pug,Class 2745.  Good Citizen Dog Scheme Dog,0
Pug,Class 2746.  Veteran Bitch,5
Pug,Class 2747.  Minor Puppy Bitch,2
Pug,Class 2748.  Puppy Bitch,4
Pug,Class 2749.  Junior Bitch,8
Pug,Class 2750.  Yearling Bitch,6
Pug,Class 2751.  Post Graduate Bitch,6
Pug,Class 2752.  Limit Bitch,5
Pug,Class 2753.  Open Bitch,11
Pug,Class 2754.  Good Citizen Dog Scheme Bitch,0
Pug,Class 766.  Veteran Dog,10
Pug,Class 767.  Minor Puppy Dog,4
Pug,Class 768.  Puppy Dog,4
Pug,Class 769.  Junior Dog,6
Pug,Class 770.  Yearling Dog,11
Pug,Class 771.  Graduate Dog,9
Pug,Class 772.  Post Graduate Dog,8
Pug,Class 773.  Mid Limit Dog,10
Pug,Class 774.  Limit Dog,9
Pug,Class 775.  Open Dog,15
Pug,Class 776.  Good Citizen Dog Scheme Dog,8
Pug,Class 777.  Veteran Bitch,10
Pug,Class 778.  Minor Puppy Bitch,5
Pug,Class 779.  Puppy Bitch,5
Pug,Class 780.  Junior Bitch,8
Pug,Class 781.  Yearling Bitch,14
Pug,Class 782.  Graduate Bitch,11
Pug,Class 783.  Post Graduate Bitch,16
Pug,Class 784.  Mid Limit Bitch,15
Pug,Class 785.  Limit Bitch,8
Pug,Class 786.  Open Bitch,23
Pug,Class 787.  Good Citizen Dog Scheme Bitch,5
Yorkshire Terrier,Class 1464.  For Gamekeepers,10
Yorkshire Terrier,Class 1465.  For Working Gundogs - Best Dog Dog,12
Yorkshire Terrier,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Yorkshire Terrier,Class 1467.  For Gamekeepers,2
Yorkshire Terrier,Class 1468.  For Working Gundogs - Best Dog Dog,5
Yorkshire Terrier,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Yorkshire Terrier,Class 1470.  For Gamekeepers,7
Yorkshire Terrier,Class 1471.  For Working Gundogs - Best Dog Dog,11
Yorkshire Terrier,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Yorkshire Terrier,Class 1473.  For Gamekeepers,12
Yorkshire Terrier,Class 1474.  For Working Gundogs - Best Dog Dog,48
Yorkshire Terrier,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Yorkshire Terrier,Class 1476.  For Gamekeepers,11
Yorkshire Terrier,Class 1477.  For Working Gundogs - Best Dog Dog,21
Yorkshire Terrier,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Yorkshire Terrier,Class 1479.  Gamekeeper Team,29
Yorkshire Terrier,Class 1480.  Class restricted to Retired Gamekeepers,5
Yorkshire Terrier,Class 1481.  Working Gundog Team,45
Yorkshire Terrier,Class 1482.  Best Young Handler under 14 years,15
Yorkshire Terrier,Class 1483.  Best Young Handler 14-18 years,2
Yorkshire Terrier,Class 3252.  Puppy Dog,1
Yorkshire Terrier,Class 3253.  Junior Dog,2
Yorkshire Terrier,Class 3254.  Post Graduate Dog,3
Yorkshire Terrier,Class 3255.  Limit Dog,4
Yorkshire Terrier,Class 3256.  Open Dog,9
Yorkshire Terrier,Class 3257.  Good Citizen Dog Scheme Dog,3
Yorkshire Terrier,Class 3258.  Puppy Bitch,0
Yorkshire Terrier,Class 3259.  Junior Bitch,6
Yorkshire Terrier,Class 3260.  Post Graduate Bitch,8
Yorkshire Terrier,Class 3261.  Limit Bitch,5
Yorkshire Terrier,Class 3262.  Open Bitch,10
Yorkshire Terrier,Class 3263.  Good Citizen Dog Scheme Bitch,3
Yorkshire Terrier,Class 2329.  Puppy Dog,0
Yorkshire Terrier,Class 2330.  Junior Dog,5
Yorkshire Terrier,Class 2331.  Post Graduate Dog,9
Yorkshire Terrier,Class 2332.  Open Dog,16
Yorkshire Terrier,Class 2333.  Good Citizen Dog Scheme Dog,2
Yorkshire Terrier,Class 2334.  Puppy Bitch,2
Yorkshire Terrier,Class 2335.  Junior Bitch,5
Yorkshire Terrier,Class 2336.  Post Graduate Bitch,11
Yorkshire Terrier,Class 2337.  Open Bitch,14
Yorkshire Terrier,Class 2338.  Good Citizen Dog Scheme Bitch,4
Yorkshire Terrier,Class 2737.  Veteran Dog,7
Yorkshire Terrier,Class 2738.  Minor Puppy Dog,1
Yorkshire Terrier,Class 2739.  Puppy Dog,1
Yorkshire Terrier,Class 2740.  Junior Dog,5
Yorkshire Terrier,Class 2741.  Yearling Dog,5
Yorkshire Terrier,Class 2742.  Post Graduate Dog,2
Yorkshire Terrier,Class 2743.  Limit Dog,3
Yorkshire Terrier,Class 2744.  Open Dog,18
Yorkshire Terrier,Class 2745.  Good Citizen Dog Scheme Dog,0
Yorkshire Terrier,Class 2746.  Veteran Bitch,5
Yorkshire Terrier,Class 2747.  Minor Puppy Bitch,2
Yorkshire Terrier,Class 2748.  Puppy Bitch,4
Yorkshire Terrier,Class 2749.  Junior Bitch,8
Yorkshire Terrier,Class 2750.  Yearling Bitch,6
Yorkshire Terrier,Class 2751.  Post Graduate Bitch,6
Yorkshire Terrier,Class 2752.  Limit Bitch,5
Yorkshire Terrier,Class 2753.  Open Bitch,11
Yorkshire Terrier,Class 2754.  Good Citizen Dog Scheme Bitch,0
Yorkshire Terrier,Class 788.  Veteran Dog,3
Yorkshire Terrier,Class 789.  Puppy Dog,4
Yorkshire Terrier,Class 790.  Junior Dog,3
Yorkshire Terrier,Class 791.  Post Graduate Dog,6
Yorkshire Terrier,Class 792.  Limit Dog,4
Yorkshire Terrier,Class 793.  Open Dog,7
Yorkshire Terrier,Class 794.  Good Citizen Dog Scheme Dog,0
Yorkshire Terrier,Class 795.  Veteran Bitch,1
Yorkshire Terrier,Class 796.  Puppy Bitch,6
Yorkshire Terrier,Class 797.  Junior Bitch,9
Yorkshire Terrier,Class 798.  Post Graduate Bitch,8
Yorkshire Terrier,Class 799.  Limit Bitch,4
Yorkshire Terrier,Class 800.  Open Bitch,8
Yorkshire Terrier,Class 801.  Good Citizen Dog Scheme Bitch,2
Any Variety Imported Breed Register (Toy),Class 1464.  For Gamekeepers,10
Any Variety Imported Breed Register (Toy),Class 1465.  For Working Gundogs - Best Dog Dog,12
Any Variety Imported Breed Register (Toy),Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Any Variety Imported Breed Register (Toy),Class 1467.  For Gamekeepers,2
Any Variety Imported Breed Register (Toy),Class 1468.  For Working Gundogs - Best Dog Dog,5
Any Variety Imported Breed Register (Toy),Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Any Variety Imported Breed Register (Toy),Class 1470.  For Gamekeepers,7
Any Variety Imported Breed Register (Toy),Class 1471.  For Working Gundogs - Best Dog Dog,11
Any Variety Imported Breed Register (Toy),Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Any Variety Imported Breed Register (Toy),Class 1473.  For Gamekeepers,12
Any Variety Imported Breed Register (Toy),Class 1474.  For Working Gundogs - Best Dog Dog,48
Any Variety Imported Breed Register (Toy),Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Any Variety Imported Breed Register (Toy),Class 1476.  For Gamekeepers,11
Any Variety Imported Breed Register (Toy),Class 1477.  For Working Gundogs - Best Dog Dog,21
Any Variety Imported Breed Register (Toy),Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Any Variety Imported Breed Register (Toy),Class 1479.  Gamekeeper Team,29
Any Variety Imported Breed Register (Toy),Class 1480.  Class restricted to Retired Gamekeepers,5
Any Variety Imported Breed Register (Toy),Class 1481.  Working Gundog Team,45
Any Variety Imported Breed Register (Toy),Class 1482.  Best Young Handler under 14 years,15
Any Variety Imported Breed Register (Toy),Class 1483.  Best Young Handler 14-18 years,2
Any Variety Imported Breed Register (Toy),Class 3252.  Puppy Dog,1
Any Variety Imported Breed Register (Toy),Class 3253.  Junior Dog,2
Any Variety Imported Breed Register (Toy),Class 3254.  Post Graduate Dog,3
Any Variety Imported Breed Register (Toy),Class 3255.  Limit Dog,4
Any Variety Imported Breed Register (Toy),Class 3256.  Open Dog,9
Any Variety Imported Breed Register (Toy),Class 3257.  Good Citizen Dog Scheme Dog,3
Any Variety Imported Breed Register (Toy),Class 3258.  Puppy Bitch,0
Any Variety Imported Breed Register (Toy),Class 3259.  Junior Bitch,6
Any Variety Imported Breed Register (Toy),Class 3260.  Post Graduate Bitch,8
Any Variety Imported Breed Register (Toy),Class 3261.  Limit Bitch,5
Any Variety Imported Breed Register (Toy),Class 3262.  Open Bitch,10
Any Variety Imported Breed Register (Toy),Class 3263.  Good Citizen Dog Scheme Bitch,3
Any Variety Imported Breed Register (Toy),Class 2329.  Puppy Dog,0
Any Variety Imported Breed Register (Toy),Class 2330.  Junior Dog,5
Any Variety Imported Breed Register (Toy),Class 2331.  Post Graduate Dog,9
Any Variety Imported Breed Register (Toy),Class 2332.  Open Dog,16
Any Variety Imported Breed Register (Toy),Class 2333.  Good Citizen Dog Scheme Dog,2
Any Variety Imported Breed Register (Toy),Class 2334.  Puppy Bitch,2
Any Variety Imported Breed Register (Toy),Class 2335.  Junior Bitch,5
Any Variety Imported Breed Register (Toy),Class 2336.  Post Graduate Bitch,11
Any Variety Imported Breed Register (Toy),Class 2337.  Open Bitch,14
Any Variety Imported Breed Register (Toy),Class 2338.  Good Citizen Dog Scheme Bitch,4
Any Variety Imported Breed Register (Toy),Class 2737.  Veteran Dog,7
Any Variety Imported Breed Register (Toy),Class 2738.  Minor Puppy Dog,1
Any Variety Imported Breed Register (Toy),Class 2739.  Puppy Dog,1
Any Variety Imported Breed Register (Toy),Class 2740.  Junior Dog,5
Any Variety Imported Breed Register (Toy),Class 2741.  Yearling Dog,5
Any Variety Imported Breed Register (Toy),Class 2742.  Post Graduate Dog,2
Any Variety Imported Breed Register (Toy),Class 2743.  Limit Dog,3
Any Variety Imported Breed Register (Toy),Class 2744.  Open Dog,18
Any Variety Imported Breed Register (Toy),Class 2745.  Good Citizen Dog Scheme Dog,0
Any Variety Imported Breed Register (Toy),Class 2746.  Veteran Bitch,5
Any Variety Imported Breed Register (Toy),Class 2747.  Minor Puppy Bitch,2
Any Variety Imported Breed Register (Toy),Class 2748.  Puppy Bitch,4
Any Variety Imported Breed Register (Toy),Class 2749.  Junior Bitch,8
Any Variety Imported Breed Register (Toy),Class 2750.  Yearling Bitch,6
Any Variety Imported Breed Register (Toy),Class 2751.  Post Graduate Bitch,6
Any Variety Imported Breed Register (Toy),Class 2752.  Limit Bitch,5
Any Variety Imported Breed Register (Toy),Class 2753.  Open Bitch,11
Any Variety Imported Breed Register (Toy),Class 2754.  Good Citizen Dog Scheme Bitch,0
Any Variety Imported Breed Register (Toy),Class 802.  Puppy Dog,0
Any Variety Imported Breed Register (Toy),Class 803.  Junior Dog,3
Any Variety Imported Breed Register (Toy),Class 804.  Post Graduate Dog,7
Any Variety Imported Breed Register (Toy),Class 805.  Limit Dog,4
Any Variety Imported Breed Register (Toy),Class 806.  Open Dog,10
Any Variety Imported Breed Register (Toy),Class 807.  Good Citizen Dog Scheme Dog,0
Any Variety Imported Breed Register (Toy),Class 808.  Puppy Bitch,5
Any Variety Imported Breed Register (Toy),Class 809.  Junior Bitch,7
Any Variety Imported Breed Register (Toy),Class 810.  Post Graduate Bitch,7
Any Variety Imported Breed Register (Toy),Class 811.  Limit Bitch,9
Any Variety Imported Breed Register (Toy),Class 812.  Open Bitch,9
Any Variety Imported Breed Register (Toy),Class 813.  Good Citizen Dog Scheme Bitch,0
Overall,Class 1464.  For Gamekeepers,10
Overall,Class 1465.  For Working Gundogs - Best Dog Dog,12
Overall,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Overall,Class 1467.  For Gamekeepers,2
Overall,Class 1468.  For Working Gundogs - Best Dog Dog,5
Overall,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Overall,Class 1470.  For Gamekeepers,7
Overall,Class 1471.  For Working Gundogs - Best Dog Dog,11
Overall,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Overall,Class 1473.  For Gamekeepers,12
Overall,Class 1474.  For Working Gundogs - Best Dog Dog,48
Overall,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Overall,Class 1476.  For Gamekeepers,11
Overall,Class 1477.  For Working Gundogs - Best Dog Dog,21
Overall,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Overall,Class 1479.  Gamekeeper Team,29
Overall,Class 1480.  Class restricted to Retired Gamekeepers,5
Overall,Class 1481.  Working Gundog Team,45
Overall,Class 1482.  Best Young Handler under 14 years,15
Overall,Class 1483.  Best Young Handler 14-18 years,2
Overall,Class 3252.  Puppy Dog,1
Overall,Class 3253.  Junior Dog,2
Overall,Class 3254.  Post Graduate Dog,3
Overall,Class 3255.  Limit Dog,4
Overall,Class 3256.  Open Dog,9
Overall,Class 3257.  Good Citizen Dog Scheme Dog,3
Overall,Class 3258.  Puppy Bitch,0
Overall,Class 3259.  Junior Bitch,6
Overall,Class 3260.  Post Graduate Bitch,8
Overall,Class 3261.  Limit Bitch,5
Overall,Class 3262.  Open Bitch,10
Overall,Class 3263.  Good Citizen Dog Scheme Bitch,3
Overall,Class 2329.  Puppy Dog,0
Overall,Class 2330.  Junior Dog,5
Overall,Class 2331.  Post Graduate Dog,9
Overall,Class 2332.  Open Dog,16
Overall,Class 2333.  Good Citizen Dog Scheme Dog,2
Overall,Class 2334.  Puppy Bitch,2
Overall,Class 2335.  Junior Bitch,5
Overall,Class 2336.  Post Graduate Bitch,11
Overall,Class 2337.  Open Bitch,14
Overall,Class 2338.  Good Citizen Dog Scheme Bitch,4
Overall,Class 2737.  Veteran Dog,7
Overall,Class 2738.  Minor Puppy Dog,1
Overall,Class 2739.  Puppy Dog,1
Overall,Class 2740.  Junior Dog,5
Overall,Class 2741.  Yearling Dog,5
Overall,Class 2742.  Post Graduate Dog,2
Overall,Class 2743.  Limit Dog,3
Overall,Class 2744.  Open Dog,18
Overall,Class 2745.  Good Citizen Dog Scheme Dog,0
Overall,Class 2746.  Veteran Bitch,5
Overall,Class 2747.  Minor Puppy Bitch,2
Overall,Class 2748.  Puppy Bitch,4
Overall,Class 2749.  Junior Bitch,8
Overall,Class 2750.  Yearling Bitch,6
Overall,Class 2751.  Post Graduate Bitch,6
Overall,Class 2752.  Limit Bitch,5
Overall,Class 2753.  Open Bitch,11
Overall,Class 2754.  Good Citizen Dog Scheme Bitch,0
Overall,Class 802.  Puppy Dog,0
Overall,Class 803.  Junior Dog,3
Overall,Class 804.  Post Graduate Dog,7
Overall,Class 805.  Limit Dog,4
Overall,Class 806.  Open Dog,10
Overall,Class 807.  Good Citizen Dog Scheme Dog,0
Overall,Class 808.  Puppy Bitch,5
Overall,Class 809.  Junior Bitch,7
Overall,Class 810.  Post Graduate Bitch,7
Overall,Class 811.  Limit Bitch,9
Overall,Class 812.  Open Bitch,9
Overall,Class 813.  Good Citizen Dog Scheme Bitch,0
Akita,Class 1464.  For Gamekeepers,10
Akita,Class 1465.  For Working Gundogs - Best Dog Dog,12
Akita,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Akita,Class 1467.  For Gamekeepers,2
Akita,Class 1468.  For Working Gundogs - Best Dog Dog,5
Akita,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Akita,Class 1470.  For Gamekeepers,7
Akita,Class 1471.  For Working Gundogs - Best Dog Dog,11
Akita,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Akita,Class 1473.  For Gamekeepers,12
Akita,Class 1474.  For Working Gundogs - Best Dog Dog,48
Akita,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Akita,Class 1476.  For Gamekeepers,11
Akita,Class 1477.  For Working Gundogs - Best Dog Dog,21
Akita,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Akita,Class 1479.  Gamekeeper Team,29
Akita,Class 1480.  Class restricted to Retired Gamekeepers,5
Akita,Class 1481.  Working Gundog Team,45
Akita,Class 1482.  Best Young Handler under 14 years,15
Akita,Class 1483.  Best Young Handler 14-18 years,2
Akita,Class 3252.  Puppy Dog,1
Akita,Class 3253.  Junior Dog,2
Akita,Class 3254.  Post Graduate Dog,3
Akita,Class 3255.  Limit Dog,4
Akita,Class 3256.  Open Dog,9
Akita,Class 3257.  Good Citizen Dog Scheme Dog,3
Akita,Class 3258.  Puppy Bitch,0
Akita,Class 3259.  Junior Bitch,6
Akita,Class 3260.  Post Graduate Bitch,8
Akita,Class 3261.  Limit Bitch,5
Akita,Class 3262.  Open Bitch,10
Akita,Class 3263.  Good Citizen Dog Scheme Bitch,3
Akita,Class 2329.  Puppy Dog,0
Akita,Class 2330.  Junior Dog,5
Akita,Class 2331.  Post Graduate Dog,9
Akita,Class 2332.  Open Dog,16
Akita,Class 2333.  Good Citizen Dog Scheme Dog,2
Akita,Class 2334.  Puppy Bitch,2
Akita,Class 2335.  Junior Bitch,5
Akita,Class 2336.  Post Graduate Bitch,11
Akita,Class 2337.  Open Bitch,14
Akita,Class 2338.  Good Citizen Dog Scheme Bitch,4
Akita,Class 2737.  Veteran Dog,7
Akita,Class 2738.  Minor Puppy Dog,1
Akita,Class 2739.  Puppy Dog,1
Akita,Class 2740.  Junior Dog,5
Akita,Class 2741.  Yearling Dog,5
Akita,Class 2742.  Post Graduate Dog,2
Akita,Class 2743.  Limit Dog,3
Akita,Class 2744.  Open Dog,18
Akita,Class 2745.  Good Citizen Dog Scheme Dog,0
Akita,Class 2746.  Veteran Bitch,5
Akita,Class 2747.  Minor Puppy Bitch,2
Akita,Class 2748.  Puppy Bitch,4
Akita,Class 2749.  Junior Bitch,8
Akita,Class 2750.  Yearling Bitch,6
Akita,Class 2751.  Post Graduate Bitch,6
Akita,Class 2752.  Limit Bitch,5
Akita,Class 2753.  Open Bitch,11
Akita,Class 2754.  Good Citizen Dog Scheme Bitch,0
Akita,Class 802.  Puppy Dog,0
Akita,Class 803.  Junior Dog,3
Akita,Class 804.  Post Graduate Dog,7
Akita,Class 805.  Limit Dog,4
Akita,Class 806.  Open Dog,10
Akita,Class 807.  Good Citizen Dog Scheme Dog,0
Akita,Class 808.  Puppy Bitch,5
Akita,Class 809.  Junior Bitch,7
Akita,Class 810.  Post Graduate Bitch,7
Akita,Class 811.  Limit Bitch,9
Akita,Class 812.  Open Bitch,9
Akita,Class 813.  Good Citizen Dog Scheme Bitch,0
Akita,Class 1.  Veteran Dog,3
Akita,Class 2.  Puppy Dog,3
Akita,Class 3.  Junior Dog,2
Akita,Class 4.  Post Graduate Dog,2
Akita,Class 5.  Limit Dog,2
Akita,Class 6.  Open Dog,13
Akita,Class 7.  Good Citizen Dog Scheme Dog,1
Akita,Class 8.  Veteran Bitch,6
Akita,Class 9.  Puppy Bitch,2
Akita,Class 10.  Junior Bitch,3
Akita,Class 11.  Post Graduate Bitch,6
Akita,Class 12.  Limit Bitch,9
Akita,Class 13.  Open Bitch,12
Akita,Class 14.  Good Citizen Dog Scheme Bitch,1
Boston Terrier,Class 1464.  For Gamekeepers,10
Boston Terrier,Class 1465.  For Working Gundogs - Best Dog Dog,12
Boston Terrier,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Boston Terrier,Class 1467.  For Gamekeepers,2
Boston Terrier,Class 1468.  For Working Gundogs - Best Dog Dog,5
Boston Terrier,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Boston Terrier,Class 1470.  For Gamekeepers,7
Boston Terrier,Class 1471.  For Working Gundogs - Best Dog Dog,11
Boston Terrier,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Boston Terrier,Class 1473.  For Gamekeepers,12
Boston Terrier,Class 1474.  For Working Gundogs - Best Dog Dog,48
Boston Terrier,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Boston Terrier,Class 1476.  For Gamekeepers,11
Boston Terrier,Class 1477.  For Working Gundogs - Best Dog Dog,21
Boston Terrier,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Boston Terrier,Class 1479.  Gamekeeper Team,29
Boston Terrier,Class 1480.  Class restricted to Retired Gamekeepers,5
Boston Terrier,Class 1481.  Working Gundog Team,45
Boston Terrier,Class 1482.  Best Young Handler under 14 years,15
Boston Terrier,Class 1483.  Best Young Handler 14-18 years,2
Boston Terrier,Class 3252.  Puppy Dog,1
Boston Terrier,Class 3253.  Junior Dog,2
Boston Terrier,Class 3254.  Post Graduate Dog,3
Boston Terrier,Class 3255.  Limit Dog,4
Boston Terrier,Class 3256.  Open Dog,9
Boston Terrier,Class 3257.  Good Citizen Dog Scheme Dog,3
Boston Terrier,Class 3258.  Puppy Bitch,0
Boston Terrier,Class 3259.  Junior Bitch,6
Boston Terrier,Class 3260.  Post Graduate Bitch,8
Boston Terrier,Class 3261.  Limit Bitch,5
Boston Terrier,Class 3262.  Open Bitch,10
Boston Terrier,Class 3263.  Good Citizen Dog Scheme Bitch,3
Boston Terrier,Class 2329.  Puppy Dog,0
Boston Terrier,Class 2330.  Junior Dog,5
Boston Terrier,Class 2331.  Post Graduate Dog,9
Boston Terrier,Class 2332.  Open Dog,16
Boston Terrier,Class 2333.  Good Citizen Dog Scheme Dog,2
Boston Terrier,Class 2334.  Puppy Bitch,2
Boston Terrier,Class 2335.  Junior Bitch,5
Boston Terrier,Class 2336.  Post Graduate Bitch,11
Boston Terrier,Class 2337.  Open Bitch,14
Boston Terrier,Class 2338.  Good Citizen Dog Scheme Bitch,4
Boston Terrier,Class 2737.  Veteran Dog,7
Boston Terrier,Class 2738.  Minor Puppy Dog,1
Boston Terrier,Class 2739.  Puppy Dog,1
Boston Terrier,Class 2740.  Junior Dog,5
Boston Terrier,Class 2741.  Yearling Dog,5
Boston Terrier,Class 2742.  Post Graduate Dog,2
Boston Terrier,Class 2743.  Limit Dog,3
Boston Terrier,Class 2744.  Open Dog,18
Boston Terrier,Class 2745.  Good Citizen Dog Scheme Dog,0
Boston Terrier,Class 2746.  Veteran Bitch,5
Boston Terrier,Class 2747.  Minor Puppy Bitch,2
Boston Terrier,Class 2748.  Puppy Bitch,4
Boston Terrier,Class 2749.  Junior Bitch,8
Boston Terrier,Class 2750.  Yearling Bitch,6
Boston Terrier,Class 2751.  Post Graduate Bitch,6
Boston Terrier,Class 2752.  Limit Bitch,5
Boston Terrier,Class 2753.  Open Bitch,11
Boston Terrier,Class 2754.  Good Citizen Dog Scheme Bitch,0
Boston Terrier,Class 802.  Puppy Dog,0
Boston Terrier,Class 803.  Junior Dog,3
Boston Terrier,Class 804.  Post Graduate Dog,7
Boston Terrier,Class 805.  Limit Dog,4
Boston Terrier,Class 806.  Open Dog,10
Boston Terrier,Class 807.  Good Citizen Dog Scheme Dog,0
Boston Terrier,Class 808.  Puppy Bitch,5
Boston Terrier,Class 809.  Junior Bitch,7
Boston Terrier,Class 810.  Post Graduate Bitch,7
Boston Terrier,Class 811.  Limit Bitch,9
Boston Terrier,Class 812.  Open Bitch,9
Boston Terrier,Class 813.  Good Citizen Dog Scheme Bitch,0
Boston Terrier,Class 15.  Veteran Dog,6
Boston Terrier,Class 16.  Minor Puppy Dog,0
Boston Terrier,Class 17.  Puppy Dog,4
Boston Terrier,Class 18.  Junior Dog,6
Boston Terrier,Class 19.  Yearling Dog,6
Boston Terrier,Class 20.  Post Graduate Dog,11
Boston Terrier,Class 21.  Limit Dog,11
Boston Terrier,Class 22.  Open Dog,14
Boston Terrier,Class 23.  Good Citizen Dog Scheme Dog,2
Boston Terrier,Class 24.  Veteran Bitch,7
Boston Terrier,Class 25.  Minor Puppy Bitch,0
Boston Terrier,Class 26.  Puppy Bitch,4
Boston Terrier,Class 27.  Junior Bitch,11
Boston Terrier,Class 28.  Yearling Bitch,11
Boston Terrier,Class 29.  Post Graduate Bitch,8
Boston Terrier,Class 30.  Limit Bitch,10
Boston Terrier,Class 31.  Open Bitch,18
Boston Terrier,Class 32.  Good Citizen Dog Scheme Bitch,3
Bulldog,Class 1464.  For Gamekeepers,10
Bulldog,Class 1465.  For Working Gundogs - Best Dog Dog,12
Bulldog,Class 1466.  For Working Gundogs - Best Bitch Bitch,32
Bulldog,Class 1467.  For Gamekeepers,2
Bulldog,Class 1468.  For Working Gundogs - Best Dog Dog,5
Bulldog,Class 1469.  For Working Gundogs - Best Bitch Bitch,2
Bulldog,Class 1470.  For Gamekeepers,7
Bulldog,Class 1471.  For Working Gundogs - Best Dog Dog,11
Bulldog,Class 1472.  For Working Gundogs - Best Bitch Bitch,13
Bulldog,Class 1473.  For Gamekeepers,12
Bulldog,Class 1474.  For Working Gundogs - Best Dog Dog,48
Bulldog,Class 1475.  For Working Gundogs - Best Bitch Bitch,56
Bulldog,Class 1476.  For Gamekeepers,11
Bulldog,Class 1477.  For Working Gundogs - Best Dog Dog,21
Bulldog,Class 1478.  For Working Gundogs - Best Bitch Bitch,30
Bulldog,Class 1479.  Gamekeeper Team,29
Bulldog,Class 1480.  Class restricted to Retired Gamekeepers,5
Bulldog,Class 1481.  Working Gundog Team,45
Bulldog,Class 1482.  Best Young Handler under 14 years,15
Bulldog,Class 1483.  Best Young Handler 14-18 years,2
Bulldog,Class 3252.  Puppy Dog,1
Bulldog,Class 3253.  Junior Dog,2
Bulldog,Class 3254.  Post Graduate Dog,3
Bulldog,Class 3255.  Limit Dog,4
Bulldog,Class 3256.  Open Dog,9
Bulldog,Class 3257.  Good Citizen Dog Scheme Dog,3
Bulldog,Class 3258.  Puppy Bitch,0
Bulldog,Class 3259.  Junior Bitch,6
Bulldog,Class 3260.  Post Graduate Bitch,8
Bulldog,Class 3261.  Limit Bitch,5
Bulldog,Class 3262.  Open Bitch,10
Bulldog,Class 3263.  Good Citizen Dog Scheme Bitch,3
Bulldog,Class 2329.  Puppy Dog,0
Bulldog,Class 2330.  Junior Dog,5
